Label,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Inbound,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,label_encoded
DoS Slowhttptest,0.8568242,0.15511584,0.19629896,0.029865079,0.059367258,0.10548575,0.22211742,0.267998,0.15924719,0.18508098,0.14007334,0.11476741,0.08080182,0.008499144,0.2677813,0.12979941,0.20244959,0.2807049,0.1407409,0.28976086,0.24631627,0.27238867,0.13185155,0.21742721,0.07410377,0.10840073,0.23965126,0.01040117,0.29459754,0.1797818,0.28656986,0.26997012,0.09689883,0.10663373,0.07431163,0.22044341,0.13562006,0.1554175,0.22975726,0.011598018,0.27867913,0.18172126,0.036893267,0.1979237,0.2803549,0.22561894,0.08218173,0.08058114,0.23279995,0.249709,0.20519587,0.13201687,0.1419393,0.11864038,0.16665766,0.20270643,0.024678659,0.027437953,0.27556303,0.24802428,0.10413342,0.24889754,0.123482145,0.106330276,0.06692309,0.010788604,0.28015855,0.21466263,0.19262965,0.12638065,0.26878437,0.15296973,0.028968688,0.01250079,0.22673886,0.08681795,0.09617062,0.29035074,5
DDoS,0.096424215,0.19783768,0.10224206,0.10214056,0.20477238,0.115738064,0.038663547,0.23286785,0.2506507,0.24944273,0.09412449,0.26444608,0.09669405,0.9703777,0.89751035,0.1763364,0.03676263,0.1401736,0.20402116,0.1316993,0.09200234,0.06822063,0.22998175,0.031180123,0.15884976,0.11107281,0.19909137,0.2848252,0.050476354,0.21811697,0.22576098,0.2845311,0.08544046,0.2564577,0.20499685,0.29573762,0.14391288,0.15224554,0.15877962,0.27803782,0.08268621,0.07394311,0.080817886,0.0,0.19498512,0.22435576,0.19738352,0.05636003,0.1382326,0.20990688,0.25717175,0.28541026,0.15976012,0.10385698,0.13544166,0.15248567,0.11533085,0.24791974,0.0071403566,0.19593415,0.2187162,0.20486084,0.29655203,0.09709801,0.15885858,0.26963744,0.23004982,0.2558005,0.008490589,0.11476437,0.10043658,0.034780536,0.15760851,0.17588165,0.011486008,0.13848843,0.19487448,0.10516722,2
Web Attack - XSS,0.020901864,0.09536484,0.16904637,0.28151098,0.20989035,0.36573875,0.038406238,0.08155321,0.0604699,0.14171048,0.14381817,0.03835083,0.097530745,0.18567622,0.23942575,0.030145837,0.1405791,0.07364378,0.019173812,0.2307608,0.07542055,0.24090295,0.2560265,0.18928574,0.24940947,0.12088245,0.025812985,0.060762316,0.064983,0.21257973,0.08585649,0.25073397,0.19879922,0.20018674,0.19155402,0.05745785,0.0047326265,0.25569025,0.0046799798,0.074572295,0.012505111,0.24458714,0.005831865,0.021107437,0.04736594,0.028999474,1.0,0.075390495,0.16182654,0.043277092,0.2639395,0.12217662,0.20320223,0.09845931,0.2685515,0.04923339,0.038073156,0.2131613,0.2130749,0.20578746,0.07306535,0.27641433,0.1492569,0.19490528,0.12360124,0.29298303,0.054448683,0.16999587,0.03598598,0.108243875,0.18764703,0.26942524,0.162584,0.059486646,0.2735591,0.0281024,0.2798881,0.27714473,13
DoS Slowhttptest,0.832498,0.08182875,0.09931689,0.2192121,0.16546148,0.09534432,0.22032297,0.23242588,0.015083891,0.14221312,0.2103284,0.150529,0.1102575,0.0218227,0.04778909,0.19340904,0.25133464,0.24704541,0.12956612,0.17636697,0.090738304,0.26746398,0.1317941,0.22976089,0.037999254,0.105708316,0.1493418,0.061417334,0.22788222,0.098956235,0.14713939,0.18535954,0.23700638,0.19360757,0.113727346,0.03675661,0.11143907,0.10734909,0.19745122,0.1871769,0.17750661,0.25722903,0.09238844,0.11325438,0.2928142,0.14683908,0.2770549,0.15625522,0.25348192,0.29203084,0.03474468,0.031143442,0.045743447,0.14660564,0.14442614,0.21617554,0.22243202,0.15843521,0.18648916,0.27922952,0.0906176,0.009248072,0.27122885,0.25150123,0.006892241,0.24418609,0.04361715,0.02364305,0.16519609,0.17537065,0.12943244,0.015593719,0.02166175,0.22822535,0.27222127,0.06917685,0.14192069,0.28281358,5
Infiltration,0.21970731,0.2639755,0.14632854,0.039740093,0.25153646,0.12776172,0.123816825,0.15879017,0.12854826,0.18083234,0.039288588,0.16431537,0.050775412,0.1389109,0.29374853,0.108070634,0.14917113,0.048713252,0.2301951,0.021504942,0.14518146,0.2759682,0.13754039,0.14656451,0.056214042,0.19595182,0.21131289,0.14703372,0.2736224,0.24343725,0.22171749,0.2131945,0.22703417,0.07820602,0.08512431,0.2814173,0.23710114,0.28649867,0.033735167,0.0044428096,0.02914373,0.096231535,0.18836592,0.27433437,0.20419733,0.25990993,0.13884027,0.24107097,0.144734,0.2575462,0.25281778,0.019271271,0.22763808,0.015529013,0.2123588,0.06820414,0.1477398,0.18699461,0.23627177,0.085727334,0.07568326,0.0081695,0.11820043,0.08162998,0.28306672,0.12878112,0.025370512,0.21744275,0.21005735,0.29997358,0.08832944,0.20446235,0.15300725,0.12459395,0.017597228,0.2552278,0.10997898,0.25275758,8
Bot,0.35924187,0.14243695,0.25547677,0.15411323,0.28667468,0.2777194,0.062293645,0.13517122,0.122964986,0.031698067,0.0559351,0.16074154,0.20217891,0.16987231,0.12527281,0.30698428,0.25404322,0.20191774,0.06253279,0.1026482,0.21256432,0.044030286,0.009462743,0.21219179,0.27063686,0.04343898,0.023617323,0.16270827,0.2802962,0.25605774,0.012406433,0.030319989,0.18232611,0.11462857,0.037997145,0.114789285,0.040923472,0.032702126,0.23675752,0.10109832,0.037277427,0.17403139,0.22215848,0.07072181,0.16792022,0.00021180016,0.11728083,0.2581087,0.24749966,0.19353752,0.28332984,0.14817141,0.11447065,0.09989888,0.17482394,0.0047014602,0.1522093,0.08832407,0.07832378,0.16333011,0.03333793,0.10796667,0.1784388,0.20234823,0.10248798,0.11682513,0.25848725,0.1848437,0.2529155,0.12636511,0.09570725,0.22299449,0.22437093,0.28641382,0.11645622,0.21987171,0.22263081,0.0731479,1
PortScan,0.026756782,0.058435433,0.16828965,0.18416981,0.29548034,0.267786,0.27105457,0.12611027,0.075077675,0.19598861,0.0107832085,0.048809953,0.16712892,0.20194769,0.7320676,0.12862027,0.16729589,0.10490777,0.14274728,0.16016111,0.21727538,0.13387498,0.17398974,0.10095342,0.085246265,0.22455259,0.24178523,0.20715018,0.15663475,0.26574522,0.21030295,0.024762819,0.25152168,0.07188981,0.2549238,0.059952747,0.0420789,0.26551014,0.045223694,0.21859331,0.13677432,0.030047424,0.061559256,1.0,0.028347256,0.008958671,0.28800666,0.15784715,0.1845053,0.11099506,0.069827594,0.17288004,0.16690037,0.0002743542,0.14751443,0.21431482,0.14544761,0.060724564,0.15865986,0.17796628,0.25402078,0.07303068,0.20824274,0.23149206,0.28529322,0.26303068,0.13520227,0.039347444,0.27300313,0.18988398,0.05083571,0.16344449,0.122360006,0.211056,0.19317564,0.0048492136,0.066489525,0.21808971,9
Web Attack - Brute Force,0.1571782,0.26118153,0.03802685,0.29140356,0.005754052,0.56134826,0.21919803,0.18165368,0.0855054,0.1960133,0.103112206,0.095670946,0.17792155,0.26625094,0.11249089,0.12277816,0.022738716,0.28027293,0.24192967,0.14737652,0.22275406,0.0059083053,0.16953212,0.22732022,0.1447616,0.2229495,0.14143166,0.17475088,0.26662517,0.22326227,0.22163273,0.25037953,0.15501171,0.18310505,0.059916977,0.24216884,0.09414188,0.04269271,0.027747262,0.12247769,0.23065358,0.08584956,0.039705776,0.054153923,0.19887644,0.19748618,1.0,0.14498752,0.16236152,0.27791694,0.29620865,0.2988092,0.08415455,0.13637586,0.08365393,0.22599612,0.18926275,0.25251922,0.2707549,0.16547127,0.299934,0.011016459,0.16336776,0.2066112,0.18258338,0.13739203,0.11214539,0.18974283,0.046621263,0.21121703,0.029747909,0.22040157,0.003168855,0.18536822,0.09671151,0.016800182,0.044504095,0.004777732,11
Infiltration,0.043489333,0.2349357,0.22037518,0.12452447,0.18546797,0.14738928,0.2258735,0.0013782929,0.24052179,0.27553916,0.13071834,0.22112328,0.29269448,0.27048698,0.2661486,0.13887909,0.114859916,0.14123568,0.22011305,0.06159525,0.13496025,0.015262026,0.13099563,0.13291198,0.17411232,0.03981914,0.082893126,0.20523404,0.21785252,0.05399049,0.048107896,0.2080005,0.05418759,0.007230951,0.23200874,0.245889,0.12497599,0.27960938,0.050064698,0.0071668904,0.15677266,0.1185813,0.2673108,0.08922928,0.10286439,0.21396612,0.11892323,0.24481586,0.12161001,0.19329387,0.00068764965,0.29703733,0.26644853,0.13767809,0.29185113,0.23670132,0.2429537,0.2249974,0.15568711,0.16635177,0.051446054,0.07000699,0.0085701225,0.1335142,0.054501835,0.0062282514,0.03954097,0.23258577,0.18267211,0.17581537,0.18652175,0.03457356,0.27911615,0.27371246,0.2937447,0.138069,0.21847585,0.020946305,8
BENIGN,0.32811394,0.26711965,0.07856736,0.25933814,0.016362626,0.19664766,0.125873,0.008365256,0.19247381,0.047982566,0.1489745,0.07392061,0.03721928,0.34664074,0.18889666,0.059379235,0.092711985,0.06057233,0.037934605,0.00082365476,0.14441879,0.23073784,0.020846479,0.051655546,0.26672602,0.27392066,0.28834188,0.18841007,0.0047034486,0.038342144,0.06595891,0.10573454,0.105064735,0.05332957,0.053075932,0.2864039,0.027165724,0.0057459613,0.0074100425,0.16740148,0.06659315,0.14408693,0.13952644,0.27111098,0.0484976,0.0935474,0.0,0.15864454,0.17514953,0.13981517,0.24614838,0.036233954,0.28586924,0.05451678,0.056081176,0.06937633,0.22235656,0.1795411,0.030919997,0.2620007,0.29669872,0.14927904,0.0067642992,0.15363179,0.17378378,0.058820993,0.010261725,0.14616212,0.26180086,0.074421644,0.11075981,0.2713016,0.18297449,0.17079133,0.098487034,0.28873962,0.2095175,0.030682687,0
DoS Slowhttptest,0.9227738,0.25633413,0.11021421,0.13308933,0.057183642,0.27351058,0.058263358,0.014537267,0.062275648,0.13512446,0.06561316,0.1202162,0.2729833,0.08895245,0.026566993,0.002753275,0.26737818,0.25959185,0.29581988,0.2707009,0.0011216262,0.24652226,0.15234095,0.19201666,0.29314077,0.18086758,0.08521307,0.0037260887,0.19117,0.23057164,0.29625463,0.13446294,0.08031824,0.25794813,0.112464584,0.02978444,0.19778445,0.024169546,0.16363227,0.15394455,0.2747606,0.039345518,0.045733813,0.1818232,0.26056683,0.17235701,0.13749614,0.13978691,0.28548568,0.13439895,0.04735414,0.2800036,0.19259779,0.15257522,0.08552497,0.26474014,0.10393479,0.2564678,0.22388153,0.08625654,0.025689503,0.26738256,0.0014783483,0.09998564,0.2281363,0.27345976,0.17129566,0.28952163,0.25442487,0.12381547,0.03541508,0.18392412,0.0067717256,0.2546172,0.0152496295,0.24338254,0.02130823,0.20928593,5
DoS GoldenEye,0.10705286,0.16478053,0.15674292,0.14493187,0.0074040513,0.0022056294,0.11107752,0.16742653,0.26678035,0.23121312,0.2399879,0.25657117,0.06287029,0.50747716,0.009740307,0.21413006,0.15080915,0.19982603,0.030038008,0.015381955,0.22909035,0.26727214,0.025339281,0.06215303,0.23839343,0.019581072,0.009168802,0.299741,0.2764576,0.032495663,0.043150965,0.20541762,0.041898414,0.17039579,0.17898221,0.26479608,0.28294587,0.037194084,0.26973012,0.27241492,0.009529286,0.048729483,0.21555652,0.21075605,0.12884203,0.1714207,0.29813966,0.13024385,0.17054299,0.00017043111,0.13771705,0.028614268,0.02344257,0.1029791,0.22269732,0.075479425,0.21866828,0.16886114,0.02736168,0.19615397,0.09705408,0.079317875,0.1749195,0.08643846,0.11718219,0.05731214,0.21503891,0.17784049,0.019124355,0.21418966,0.20774937,0.2400771,0.2501677,0.23466124,0.12657627,0.22067592,0.1076224,0.24473755,3
Infiltration,0.003107508,0.22507276,0.21329519,0.18030775,0.12892568,0.14088726,0.049564805,0.21553722,0.012297634,0.12264101,0.14052407,0.01439249,0.16018762,0.064500704,0.17668208,0.25530285,0.11693365,0.23836549,0.29297656,0.27824327,0.24423347,0.21711586,0.11135765,0.19395012,0.08322552,0.051215176,0.25941217,0.24148652,0.14286268,0.2949116,0.016198201,0.15365995,0.17856163,0.017111514,0.22923855,0.06511167,0.26419723,0.13720718,0.03162367,0.15204002,0.2523851,0.25834027,0.10771948,0.07043272,0.06973379,0.19356626,0.29859683,0.19843635,0.114747405,0.2289001,0.29825225,0.27360025,0.18628174,0.24831897,0.056299042,0.24119984,0.09636506,0.18762313,0.21540412,0.07522027,0.2737831,0.02581696,0.29749548,0.13157454,0.26717034,0.1069691,0.27139807,0.1298644,0.29503334,0.23905872,0.04408758,0.2437077,0.26370078,0.24020608,0.17282994,0.19367056,0.23712105,0.062024575,8
FTP-Patator,0.25169346,0.038040854,0.086641155,0.23697266,0.22275391,0.17926912,0.0016373253,0.004694649,0.12177539,0.16038829,0.18944779,0.18941963,0.2632884,0.08996933,0.031773668,0.2756033,0.13254203,0.16542223,0.20283295,0.002597209,0.2189935,0.015738891,0.19298808,0.2887673,0.13359188,0.21979839,0.116180554,0.21571785,0.027211715,0.13415731,0.19663301,0.15963507,0.06556366,0.04668281,0.16673963,0.2763116,0.22163102,0.28909945,0.12133687,0.13096556,0.23557304,0.2669795,0.28606328,1.0,0.01098354,0.17569807,1.0,0.06293522,0.12937428,0.0051700226,0.2837619,0.052455977,0.04244725,0.28459984,0.00058634917,0.2859582,0.1025789,0.28312072,0.016847765,0.23158692,0.26155627,0.20133933,0.15780626,0.0967996,0.06881583,0.24017546,0.21996939,0.1785854,0.2764974,0.29775396,0.2513313,0.102113545,0.19968891,0.07143971,0.019567022,0.17628059,0.044493534,0.16350485,7
DoS Slowloris,0.79170394,0.29601198,0.05397248,0.26766115,0.119086646,0.028503684,0.28326553,0.19460389,0.14619644,0.110596076,0.20314051,0.06387833,0.06497234,0.034314115,0.20178986,0.22763883,0.14573622,0.13002285,0.07972649,0.16877735,0.28976488,0.108721904,0.161723,0.14107294,0.05801267,0.12459588,0.088448964,0.29430905,0.23226143,0.26097456,0.019938124,0.10488008,0.0035816901,0.25457737,0.18752238,0.28639543,0.10122345,0.2696003,0.071423054,0.08581513,0.11870354,0.19008008,0.06950454,0.11934284,0.110170685,0.25159982,0.1906771,0.17658678,0.29509234,0.26456985,0.06438517,0.21283902,0.0888197,0.024446905,0.16094826,0.26901647,0.04501008,0.13743484,0.17714919,0.03705772,0.17704083,0.23846826,0.21542177,0.17653783,0.14621274,0.2293165,0.13105756,0.22226916,0.29772148,0.18772611,0.11330318,0.1189473,0.10613995,0.23496799,0.14870678,0.19219777,0.054442447,0.099434875,6
DoS Slowhttptest,0.71339494,0.23987125,0.18046285,0.17575485,0.010666484,0.09974712,0.2815784,0.041076057,0.28360966,0.0014691693,0.14025426,0.18722287,0.04063621,0.06550772,0.280656,0.12163018,0.048423022,0.22218733,0.025777994,0.19436263,0.027146166,0.28955197,0.020508066,0.137246,0.08543089,0.0648903,0.2408452,0.026534414,0.040037133,0.09769691,0.19596474,0.03779429,0.08428781,0.08685,0.15811534,0.12937987,0.018724835,0.062569626,0.027326602,0.0887743,0.25532562,0.02976855,0.15938435,0.006556325,0.1231637,0.19595334,0.1978274,0.003500664,0.08817992,0.097269736,0.105287805,0.17237611,0.16770591,0.25941858,0.24198365,0.07275277,0.052276116,0.23576152,0.13271564,0.0350104,0.080659926,0.08478269,0.084073626,0.19098526,0.108011514,0.2176025,0.045684293,0.030739306,0.27132052,0.29891288,0.04498032,0.006160972,0.24668914,0.150546,0.18125787,0.14833163,0.17664976,0.011824695,5
PortScan,0.025785813,0.17522849,0.27408147,0.13086042,0.004579893,0.25621173,0.12589586,0.22554496,0.15046553,0.2368596,0.19275625,0.041926067,0.13465782,0.15374841,0.9245423,0.12557681,0.0584452,0.23781323,0.09333037,0.11190962,0.14377826,0.2528561,0.03375034,0.18181992,0.21670207,0.15588851,0.08751805,0.1830361,0.20423289,0.08054601,0.011100902,0.021946058,0.26912335,0.2429825,0.14293881,0.28172582,0.044954035,0.21032628,0.17848058,0.071357064,0.18883,0.17715976,0.113501936,1.0,0.10553313,0.16756274,0.09728637,0.29761848,0.05760857,0.044942826,0.24242736,0.15285355,0.27571112,0.04263465,0.08994637,0.14556794,0.2541569,0.22389506,0.17444211,0.024707869,0.018887784,0.0024928364,0.26817808,0.10353016,0.21202993,0.024685469,0.29370174,0.07470746,0.23858811,0.28530562,0.23574851,0.07368826,0.18616733,0.057140782,0.057121623,0.058362324,0.11205947,0.12105776,9
DDoS,0.01565707,0.13057737,0.2998852,0.1483428,0.29679164,0.16437829,0.01638085,0.045606546,0.29037696,0.16836002,0.14826773,0.23800974,0.17726894,0.8573812,0.9236574,0.1870332,0.27002156,0.09850913,0.2878991,0.022775253,0.07299903,0.2505953,0.25198707,0.24183644,0.10841705,0.09307895,0.15781243,0.29190546,0.20851018,0.03746179,0.26373604,0.2636788,0.17408375,0.07286964,0.094798066,0.027115928,0.08925932,0.11292923,0.0016718153,0.06568122,0.070716605,0.06428163,0.051069383,1.0,0.29757088,0.17273813,0.10501146,0.17128615,0.23298275,0.28414205,0.1617452,0.0985178,0.17457972,0.14043558,0.12947458,0.19500041,0.19788997,0.13851471,0.1238086,0.009153223,0.06143938,0.22513612,0.02045158,0.24401093,0.16177952,0.06459447,0.13293262,0.021807974,0.15072836,0.24402215,0.16904211,0.16758056,0.10667922,0.11155973,0.2008982,0.184866,0.07268357,0.19533704,2
FTP-Patator,0.50666857,0.19533034,0.20484866,0.27335513,0.10968956,0.08795034,0.2118815,0.24438918,0.16593792,0.10951505,0.023979723,0.13046218,0.28356072,0.21500744,0.07481015,0.29563507,0.17278619,0.21274598,0.103028625,0.047307365,0.12636743,0.016716884,0.23710696,0.20911527,0.29709056,0.27035132,0.28401622,0.08507378,0.027624069,0.11085625,0.29108885,0.08976892,0.1697766,0.15036626,0.29118234,0.27867106,0.020828946,0.15342557,0.027570045,0.111502714,0.05494831,0.091920115,0.15511575,1.0,0.20415668,0.0181032,1.0,0.06165876,0.25527844,0.010901178,0.11737806,0.29971173,0.20417306,0.22385985,0.27109995,0.2801491,0.114786744,0.01761725,0.002432254,0.1832555,0.12539014,0.28759283,0.10628265,0.10062038,0.08909,0.118309475,0.18160856,0.25360745,0.035580408,0.1300046,0.073213905,0.2518656,0.20076777,0.24277095,0.1433946,0.05176103,0.14278327,0.15902124,7
DoS Hulk,0.046154518,0.27585626,0.056997865,0.0065779625,0.24846663,0.7472955,0.19953509,0.0020195253,0.23279254,0.19967103,0.14595212,0.08657148,0.10703796,0.89562696,0.23001304,0.20603806,0.2083186,0.066356026,0.17780438,0.06273031,0.15787078,0.28867325,0.28665927,0.045731064,0.29948682,0.25176045,0.03593788,0.18561459,0.030479493,0.14872655,0.2945981,0.2792784,0.26561412,0.27217385,0.0005755243,0.29305923,0.2414038,0.15066315,0.015916213,0.054169342,0.24286114,0.24551228,0.192423,0.2776738,0.095848784,0.20156871,0.0044133365,0.11029764,0.29703572,0.0855568,0.00281994,0.014206743,0.25851083,0.277095,0.20603262,0.13703243,0.17791218,0.09954581,0.1773726,0.042679492,0.22772783,0.08742595,0.09910897,0.08680011,0.14474104,0.06083623,0.20268399,0.062585145,0.081629805,0.14499296,0.072350614,0.22350541,0.12589468,0.21481222,0.1623245,0.27508885,0.2986748,0.15594396,4
Bot,0.5612118,0.14818235,0.0025118112,0.113299556,0.10348014,0.10507181,0.18322138,0.09414816,0.09541345,0.088980444,0.06707639,0.06695044,0.06344039,0.06559705,0.20813504,0.6246292,0.28480756,0.18717837,0.28629926,0.08684646,0.15684237,0.292878,0.25478184,0.040515516,0.12760799,0.06240024,0.24176624,0.13234143,0.2603773,0.21990366,0.12503903,0.10245905,0.28372627,0.18911493,0.19046351,0.07873924,0.18281941,0.16985083,0.043903373,0.0407411,0.16840623,0.24757631,0.099012345,0.15864876,0.10724556,0.15583785,0.27265388,0.24781154,0.2700217,0.07407456,0.16227837,0.016339123,0.014380673,0.06505562,0.0123877665,0.08241845,0.17763053,0.2402796,0.0028781153,0.024939844,0.044831023,0.2708846,0.056021314,0.26886484,0.24472365,0.08987113,0.210022,0.21248575,0.24392648,0.053136263,0.06438328,0.11063221,0.1855171,0.19789982,0.07310267,0.11219499,0.23722957,0.13540794,1
PortScan,0.00031795452,0.28404102,0.07484234,0.006334133,0.27547392,0.2449559,0.15830566,0.20231892,0.12616616,0.037278213,0.23125635,0.21408129,0.16721039,0.025182586,0.9541339,0.18449807,0.24409002,0.111047685,0.24091431,0.10012701,0.28325814,0.089197166,0.21615885,0.21454068,0.08371751,0.15131558,0.0379002,0.0038713904,0.08331616,0.19473383,0.21115725,0.048829403,0.054204963,0.14423439,0.2867022,0.20126675,0.08079547,0.12270679,0.18391055,0.16880846,0.25883934,0.10440386,0.088665955,1.0,0.08985304,0.21381578,0.017074386,0.13500772,0.23800837,0.035163898,0.09131665,0.16715308,0.23684555,0.10267568,0.13190408,0.17732166,0.065826885,0.04617189,0.23613752,0.06401787,0.05372872,0.26106825,0.17548874,0.044643495,0.17014056,0.14901395,0.18548353,0.13677412,0.2155178,0.008676755,0.17445047,0.06381534,0.16090381,0.14054544,0.12832245,0.13592254,0.2754196,0.09188472,9
FTP-Patator,0.13563544,0.19753371,0.1033278,0.04700862,0.21146467,0.07922566,0.049732156,0.1477167,0.08356741,0.22194009,0.29807505,0.051118836,0.113462046,0.27649668,0.2305673,0.15811974,0.087589994,0.14017157,0.15165983,0.01457659,0.28569293,0.14476806,0.14701441,0.2927477,0.21799116,0.12603982,0.11419955,0.085203506,0.007507251,0.25297356,0.038778868,0.2541658,0.22829388,0.033799503,0.25706208,0.05379632,0.2137924,0.28646165,0.08016917,0.29062238,0.19952069,0.12268759,0.2452095,1.0,0.08764822,0.14204201,1.0,0.08236335,0.09193798,0.11473382,0.034099113,0.20136093,0.11977914,0.19328634,0.074484766,0.023329452,0.20058407,0.039535,0.0715275,0.2481207,0.14862643,0.12934841,0.042880215,0.14525656,0.0014675126,0.22859964,0.2606004,0.15269095,0.0710238,0.1272926,0.047802117,0.16554722,0.22000398,0.20892604,0.272714,0.13592406,0.027334932,0.28844807,7
DDoS,0.065433815,0.19933835,0.13710453,0.20856686,0.080235064,0.05292881,0.26126388,0.22990525,0.2743405,0.15305956,0.17618185,0.0519192,0.18495584,0.7504016,0.9209686,0.18804114,0.03328012,0.18918118,0.2980994,0.011088538,0.0692409,0.021117842,0.14146692,0.010053474,0.053123683,0.036956724,0.21991621,0.036393896,0.11427801,0.14490108,0.24465327,0.19048154,0.090148084,0.21209456,0.090622224,0.2921038,0.2715675,0.096308716,0.19952317,0.12356424,0.17224096,0.13923578,0.21667425,1.0,0.025617303,0.1674342,0.06292316,0.12035021,0.28221455,0.09944502,0.22408745,0.18188071,0.075684994,0.0041154795,0.102275856,0.08093384,0.08590094,0.2960761,0.09168308,0.01532473,0.1500625,0.22205628,0.23497176,0.15232559,0.2662259,0.051387094,0.041780043,0.03216698,0.0066667446,0.22807725,0.15508056,0.25528422,0.16858144,0.008423681,0.07774893,0.015281967,0.238429,0.11649005,2
BENIGN,0.786334,0.2794155,0.24031904,0.23538403,0.2777707,0.22945084,0.027202802,0.17279886,0.011500309,0.053310078,0.20351775,0.27661553,0.004314207,0.36048356,0.13711902,0.2468396,0.19007252,0.17625698,0.12781675,0.10448769,0.15083592,0.2017801,0.11363591,0.14639227,0.17879361,0.0008936409,0.06417096,0.05531326,0.26201063,0.2698685,0.053928312,0.20941548,0.12497173,0.16445927,0.12307852,0.14056432,0.2069869,0.08696273,0.0063261595,0.15076993,0.029425567,0.28713712,0.10262854,0.0062809247,0.14412996,0.09647707,0.0,0.21174486,0.20951113,0.11755447,0.2573799,0.01421041,0.14108759,0.28424835,0.12546939,0.2946889,0.21338676,0.1227459,0.20476721,0.2840411,0.25476104,0.058558486,0.24475679,0.068160355,0.02996021,0.12101145,0.17768352,0.09369959,0.25413442,0.09780227,0.036095083,0.14960572,0.19009049,0.0828039,0.26844814,0.01843207,0.17880642,0.2525776,0
